iter	Logloss
0	0.6120829822
1	0.5580375269
2	0.4995059221
3	0.4704495666
4	0.438491383
5	0.4071168642
6	0.3876250899
7	0.3680601459
8	0.3423914155
9	0.3189043655
10	0.3082206641
11	0.2952208664
12	0.2842631191
13	0.2730850734
14	0.263355291
15	0.2556781927
16	0.2487246993
17	0.2421737078
18	0.2359171825
19	0.2284265785
20	0.2190404367
21	0.2142621132
22	0.2086289382
23	0.2034873034
24	0.1996285621
25	0.1969985035
26	0.1931145884
27	0.1892873065
28	0.184085229
29	0.1808739711
30	0.1768087228
31	0.1735443798
32	0.1716835431
33	0.168244562
34	0.1650062029
35	0.1612518874
36	0.1584046094
37	0.155274003
38	0.15326911
39	0.1510812235
40	0.1484544076
41	0.1464264186
42	0.1435460758
43	0.1418878534
44	0.1394805315
45	0.1374645212
46	0.1355473814
47	0.1333424968
48	0.1314645325
49	0.1282660783
50	0.1271410122
51	0.1253845886
52	0.1233878258
53	0.1204094917
54	0.1188773729
55	0.1174648822
56	0.115576791
57	0.1138028354
58	0.1126740689
59	0.1105695274
60	0.1093637585
61	0.1079791628
62	0.1068701636
63	0.1046619132
64	0.1034559369
65	0.101442339
66	0.1000474499
67	0.09914554486
68	0.09719350982
69	0.09530187992
70	0.09410141817
71	0.09316408717
72	0.09200846948
73	0.09105318865
74	0.09004631861
75	0.08921472073
76	0.08836814822
77	0.08674418484
78	0.08544583196
79	0.08421798332
80	0.083046563
81	0.08136716127
82	0.07972197227
83	0.07892064722
84	0.07814542895
85	0.07678455086
86	0.07608810135
87	0.07511451731
88	0.0745146966
89	0.07349516768
90	0.07282458833
91	0.07189506677
92	0.07136799685
93	0.07077970241
94	0.06961047696
95	0.06883213057
96	0.06804333686
97	0.06711161981
98	0.06625984996
99	0.06524748273
100	0.06432160132
101	0.06366487014
102	0.06265242101
103	0.06200414695
104	0.06104721522
105	0.06052236981
106	0.05970992521
107	0.0589021309
108	0.05812477371
109	0.05751650848
110	0.05706517251
111	0.05664972091
112	0.05619821713
113	0.0557599617
114	0.05516366971
115	0.05470151021
116	0.05413137957
117	0.053649304
118	0.05311188349
119	0.05249964001
120	0.0521155619
121	0.05151855484
122	0.05118199466
123	0.0505148959
124	0.05010998888
125	0.04955176295
126	0.04897496316
127	0.04858456443
128	0.0481246392
129	0.04755547378
130	0.04726427585
131	0.04663021647
132	0.04622836113
133	0.04551395261
134	0.04510355362
135	0.04465048554
136	0.04405410443
137	0.04371476522
138	0.04325890966
139	0.04271226559
140	0.04226881345
141	0.04181657534
142	0.04139856813
143	0.04109961185
144	0.04082280233
145	0.04052969186
146	0.0402784509
147	0.03987483983
148	0.03965028157
149	0.03939177642
150	0.03872645628
151	0.03862182174
152	0.03814829974
153	0.03799783957
154	0.03772525714
155	0.03743757537
156	0.03717620494
157	0.03674891106
158	0.03639972755
159	0.0359877618
160	0.03575234386
161	0.03532683894
162	0.03524105498
163	0.03495772712
164	0.03470999766
165	0.03434579999
166	0.03400672824
167	0.03385897071
168	0.03359875185
169	0.0333459022
170	0.03302505663
171	0.0327752473
172	0.03257647372
173	0.03228521695
174	0.03187413039
175	0.03171073051
176	0.03133688739
177	0.03117313293
178	0.0308498475
179	0.0306290428
180	0.03050529022
181	0.03028375293
182	0.0300098908
183	0.02989063183
184	0.02960824433
185	0.02934282287
186	0.02909170151
187	0.02888240561
188	0.02870365634
189	0.02860027404
190	0.02834482431
191	0.0281206654
192	0.02806534025
193	0.02790890997
194	0.02767775472
195	0.02764083309
196	0.02742118867
197	0.02723112496
198	0.02714366456
199	0.02698216765
200	0.02660780559
201	0.02632306486
202	0.02613743995
203	0.02593377549
204	0.02577748475
205	0.0255925918
206	0.02548779478
207	0.02534365624
208	0.0250746922
209	0.02485538901
210	0.02465217721
211	0.02447607832
212	0.0241807248
213	0.02408541589
214	0.02390711276
215	0.02369812065
216	0.02367977683
217	0.02360614824
218	0.02357829219
219	0.02345642564
220	0.02332886517
221	0.02325229684
222	0.02297864629
223	0.02286596612
224	0.02271383109
225	0.02265525279
226	0.02252118816
227	0.02245910542
228	0.02242110068
229	0.02220780101
230	0.02219398595
231	0.02208227874
232	0.02196892414
233	0.02188061183
234	0.0218612405
235	0.02181099086
236	0.02176975054
237	0.02157226445
238	0.02141445666
239	0.02130770103
240	0.0212739365
241	0.02123928901
242	0.02110897669
243	0.02098373263
244	0.0208956777
245	0.02071254181
246	0.02054378094
247	0.02052728607
248	0.02039084433
249	0.02029923873
250	0.02015480717
251	0.02005780507
252	0.02004499086
253	0.01991415388
254	0.01976421105
255	0.01966123281
256	0.01964261914
257	0.01953656381
258	0.01946951763
259	0.01930535227
260	0.01919669235
261	0.01917884571
262	0.01908930768
263	0.01905526529
264	0.01890312488
265	0.01879783706
266	0.01860999541
267	0.01860428875
268	0.01856944383
269	0.01846752273
270	0.01843343198
271	0.01836214619
272	0.01823150593
273	0.01806934202
274	0.01805516326
275	0.01800174015
276	0.01789653806
277	0.01783920254
278	0.0177032475
279	0.01762366241
280	0.01751556376
281	0.01739990193
282	0.01733108123
283	0.01723317426
284	0.01718660951
285	0.01706527147
286	0.01701307236
287	0.01690786265
288	0.01686795899
289	0.01681002897
290	0.01675288155
291	0.01663984985
292	0.01663126975
293	0.01662584562
294	0.01657376865
295	0.01648779292
296	0.01641881732
297	0.01638758399
298	0.01628577525
299	0.01621494653
300	0.01616670754
301	0.01603393391
302	0.0160273786
303	0.01601204116
304	0.01593586287
305	0.0157942062
306	0.01560141758
307	0.01551503877
308	0.01544422333
309	0.01529753175
310	0.01524023924
311	0.01505417596
312	0.01495820309
313	0.01489094405
314	0.01483619892
315	0.01477678107
316	0.01466841482
317	0.01454902579
318	0.0144952816
319	0.01442266285
320	0.0143640055
321	0.0142695975
322	0.01425761451
323	0.01416707372
324	0.0141214335
325	0.01404135984
326	0.01395349991
327	0.0138761664
328	0.0137746105
329	0.01364026436
330	0.01361654364
331	0.01352969957
332	0.01347297862
333	0.0134081799
334	0.01330418876
335	0.01329846311
336	0.01322814303
337	0.01321995712
338	0.01317254136
339	0.01314787949
340	0.01311179146
341	0.01303162056
342	0.01296443118
343	0.0128838293
344	0.0128647614
345	0.01278297626
346	0.01272850039
347	0.01267959508
348	0.01265992523
349	0.01262157799
350	0.01259669663
351	0.01253833209
352	0.01248962542
353	0.01247907243
354	0.01245952304
355	0.01242729269
356	0.01239672471
357	0.01235968865
358	0.01230046005
359	0.01225966563
360	0.01220167953
361	0.01213663923
362	0.01209613434
363	0.01200952616
364	0.01193492531
365	0.01192667408
366	0.01190347279
367	0.0118715321
368	0.01180546756
369	0.01176350896
370	0.01174374218
371	0.01163530646
372	0.01158081184
373	0.01150605316
374	0.01145650375
375	0.01143119881
376	0.01139252552
377	0.01135773924
378	0.0113404381
379	0.01131333016
380	0.01127656607
381	0.01126203348
382	0.01118229382
383	0.01114654096
384	0.01110514034
385	0.01107323845
386	0.01096640445
387	0.01094882304
388	0.01091294904
389	0.0108480207
390	0.01079265147
391	0.01072716523
392	0.01064483651
393	0.01056601586
394	0.01054958049
395	0.01054957185
396	0.01050725778
397	0.01049323196
398	0.01044366257
399	0.01039784948
400	0.01038143929
401	0.01030576774
402	0.01030552316
403	0.01029295326
404	0.01028681556
405	0.01024962305
406	0.01022108058
407	0.01015963161
408	0.01014315311
409	0.01006355887
410	0.01004177846
411	0.010041603
412	0.01003974292
413	0.009992429209
414	0.009976416203
415	0.009930089194
416	0.00988707106
417	0.009835974082
418	0.009802423057
419	0.009789299015
420	0.009760034521
421	0.009757472108
422	0.009716455022
423	0.009680691118
424	0.009631131575
425	0.009583564525
426	0.009534703692
427	0.009507558877
428	0.0094774015
429	0.009460465336
430	0.009399480236
431	0.009378200129
432	0.009378189442
433	0.009340148506
434	0.009340069981
435	0.009302943145
436	0.009298770387
437	0.009288968888
438	0.009282389016
439	0.009203095817
440	0.009167212825
441	0.009118629696
442	0.009099936699
443	0.009099932793
444	0.009074601822
445	0.009039241214
446	0.009039204369
447	0.009026407279
448	0.009003566725
449	0.008975559125
450	0.00895283081
451	0.008926833639
452	0.008923902792
453	0.008900042272
454	0.008900026969
455	0.008871448342
456	0.008856360055
457	0.0088126271
458	0.008773879754
459	0.008726770375
460	0.008710765304
461	0.008692283587
462	0.00868312637
463	0.008625488202
464	0.008594631921
465	0.008590435865
466	0.008563971914
467	0.008559775448
468	0.008509993421
469	0.008487726194
470	0.008437129039
471	0.008380634772
472	0.008352624639
473	0.008332402828
474	0.008320644377
475	0.008320634977
476	0.008320598524
477	0.008305031931
478	0.008285207882
479	0.008228311888
